Date,Open,High,Low,Close,AdjClose,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
2012-05-21,36.529999,36.66,33.0,34.029999,34.029999,168192700,36.1299995,36.1299995,38.23,-4.200001,,573576400.0,-405383700.0,-0.706764957554042
2012-05-22,32.610001,33.59,30.940001,31.0,31.0,101786600,34.4199996666667,34.4199996666667,34.029999,-3.029999,-0.0890390563925669,168192700.0,-66406100.0,-0.394821535060677
2012-05-23,31.370001,32.5,31.360001,32.0,32.0,73600000,33.81499975,33.81499975,31.0,1.0,0.032258064516129,101786600.0,-28186600.0,-0.276918572778735
2012-05-24,32.950001,33.209999,31.77,33.029999,33.029999,50237200,33.6579996,33.6579996,32.0,1.029999,0.0321874687499999,73600000.0,-23362800.0,-0.317429347826087
2012-05-25,32.900002,32.950001,31.110001,31.91,31.91,37149800,33.3666663333333,33.3666663333333,33.029999,-1.119999,-0.0339085387196045,50237200.0,-13087400.0,-0.26051213045313
2012-05-29,31.48,31.690001,28.65,28.84,28.84,78063400,32.7199997142857,32.7199997142857,31.91,-3.07,-0.0962080852397368,37149800.0,40913600.0,1.10131413897248
2012-05-30,28.700001,29.549999,27.860001,28.190001,28.190001,57267900,32.153749875,32.153749875,28.84,-0.649999000000001,-0.0225381067961165,78063400.0,-20795500.0,-0.266392445115124
2012-05-31,28.549999,29.67,26.83,29.6,29.6,111639200,31.8699998888889,31.8699998888889,28.190001,1.409999,0.0500176995382158,57267900.0,54371300.0,0.949420181288296
2012-06-01,28.889999,29.15,27.389999,27.719999,27.719999,41855500,31.4549998,31.4549998,29.6,-1.880001,-0.0635135472972973,111639200.0,-69783700.0,-0.625082408329691
2012-06-04,27.200001,27.65,26.440001,26.9,26.9,35230300,31.0409089090909,31.0409089090909,27.719999,-0.819999000000003,-0.0295814945736471,41855500.0,-6625200.0,-0.158287441315956
2012-06-05,26.700001,27.76,25.75,25.870001,25.870001,42473400,30.6099999166667,30.6099999166667,26.9,-1.029999,-0.0382899256505576,35230300.0,7243100.0,0.205592912918709
