Date,Open,High,Low,Close,AdjClose,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
2010-01-05,6.6715,6.774,6.5905,6.7345,6.7345,177038000,6.71475,6.71475,6.695,0.0394999999999994,,151998000.0,25040000.0,0.164739009723812
2010-01-06,6.73,6.7365,6.5825,6.6125,6.6125,143576000,6.68066666666667,6.68066666666667,6.7345,-0.122,-0.0181156730269508,177038000.0,-33462000.0,-0.189010268981801
2010-01-07,6.6005,6.616,6.44,6.5,6.5,220604000,6.6355,6.6355,6.6125,-0.1125,-0.0170132325141777,143576000.0,77028000.0,0.536496350364963
2010-01-08,6.528,6.684,6.4515,6.676,6.676,196610000,6.6436,6.6436,6.5,0.176,0.0270769230769231,220604000.0,-23994000.0,-0.108765026926076
2010-01-11,6.631,6.64,6.4605,6.5155,6.5155,175588000,6.62225,6.62225,6.676,-0.1605,-0.0240413421210305,196610000.0,-21022000.0,-0.106922333553736
2010-01-12,6.4495,6.491,6.3275,6.3675,6.3675,181926000,6.58585714285714,6.58585714285714,6.5155,-0.148000000000001,-0.022715064077968,175588000.0,6338000.0,0.0360958607649726
2010-01-13,6.395,6.4855,6.2875,6.4555,6.4555,214464000,6.5695625,6.5695625,6.3675,0.0880000000000001,0.0138201806046329,181926000.0,32538000.0,0.178852940206458
2010-01-14,6.457,6.519,6.32,6.3675,6.3675,195498000,6.54711111111111,6.54711111111111,6.4555,-0.0880000000000001,-0.0136317868484238,214464000.0,-18966000.0,-0.0884344225604297
2010-01-15,6.459,6.4825,6.353,6.357,6.357,307530000,6.5281,6.5281,6.3675,-0.0104999999999995,-0.00164899882214362,195498000.0,112032000.0,0.573059570941902
2010-01-19,6.3155,6.4,6.2165,6.3805,6.3805,177852000,6.51468181818182,6.51468181818182,6.357,0.0234999999999994,0.00369671228566925,307530000.0,-129678000.0,-0.421675934055214
2010-01-20,6.3565,6.46,6.254,6.289,6.289,181494000,6.495875,6.495875,6.3805,-0.0914999999999999,-0.014340568920931,177852000.0,3642000.0,0.0204777005600162
2010-01-21,6.363,6.4075,6.25,6.331,6.331,199412000,6.48319230769231,6.48319230769231,6.289,0.0420000000000007,0.00667832723803478,181494000.0,17918000.0,0.0987250267226465
2010-01-22,6.28,6.3835,6.038,6.0715,6.0715,231378000,6.45378571428572,6.45378571428572,6.331,-0.2595,-0.0409887853419681,199412000.0,31966000.0,0.160301285780194
2010-01-25,6.105,6.114,5.906,6.0155,6.0155,240478000,6.42456666666667,6.42456666666667,6.0715,-0.0560000000000001,-0.00922342090093058,231378000.0,9100000.0,0.0393295818962909
2010-01-26,6.028,6.149,5.953,5.974,5.974,191180000,6.39640625,6.39640625,6.0155,-0.0415000000000001,-0.00689884465131744,240478000.0,-49298000.0,-0.205000041583845
