Date,Open,High,Low,Close,AdjClose,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
2010-01-05,7.664286,7.699643,7.616071,7.656429,6.526476,601904800,7.6498215,7.6498215,7.643214,0.0132149999999998,,493729600.0,108175200.0,0.219098065013724
2010-01-06,7.656429,7.686786,7.526786,7.534643,6.422664,552160000,7.61142866666667,7.61142866666667,7.656429,-0.121786,-0.0159063709726819,601904800.0,-49744800.0,-0.0826456276806565
2010-01-07,7.5625,7.571429,7.466071,7.520714,6.41079,477131200,7.58875,7.58875,7.534643,-0.0139290000000001,-0.00184866091200341,552160000.0,-75028800.0,-0.135882352941176
2010-01-08,7.510714,7.571429,7.466429,7.570714,6.453412,447610800,7.5851428,7.5851428,7.520714,0.0499999999999998,0.00664830493487717,477131200.0,-29520400.0,-0.0618706133658834
2010-01-11,7.6,7.607143,7.444643,7.503929,6.396483,462229600,7.57160716666667,7.57160716666667,7.570714,-0.0667849999999994,-0.00882149292655877,447610800.0,14618800.0,0.0326596230475225
2010-01-12,7.471071,7.491786,7.372143,7.418571,6.323721,594459600,7.54974485714286,7.54974485714286,7.503929,-0.0853580000000003,-0.0113751076269512,462229600.0,132230000.0,0.28606995311421
2010-01-13,7.423929,7.533214,7.289286,7.523214,6.412922,605892000,7.5464285,7.5464285,7.418571,0.104643,0.0141055467420882,594459600.0,11432400.0,0.0192315844508189
2010-01-14,7.503929,7.516429,7.465,7.479643,6.375781,432894000,7.53900788888889,7.53900788888889,7.523214,-0.043571,-0.00579154068992322,605892000.0,-172998000.0,-0.285526133370304
2010-01-15,7.533214,7.557143,7.3525,7.354643,6.269228,594067600,7.5205714,7.5205714,7.479643,-0.125,-0.0167120275660215,432894000.0,161173600.0,0.372316548623913
2010-01-19,7.440357,7.685357,7.401429,7.68,6.546568,730007600,7.53506490909091,7.53506490909091,7.354643,0.325356999999999,0.0442383131309024,594067600.0,135940000.0,0.228829177016218
2010-01-20,7.675357,7.698214,7.482143,7.561786,6.445801,612152800,7.53729166666667,7.53729166666667,7.68,-0.118214,-0.0153924479166667,730007600.0,-117854800.0,-0.161443250727801
2010-01-21,7.574286,7.618214,7.400357,7.431071,6.334377,608154400,7.52912084615385,7.52912084615385,7.561786,-0.130714999999999,-0.0172862601507104,612152800.0,-3998400.0,-0.00653170254224109
2010-01-22,7.385,7.410714,7.041429,7.0625,6.020202,881767600,7.49579078571429,7.49579078571429,7.431071,-0.368571,-0.0495986379352317,608154400.0,273613200.0,0.449907457711397
2010-01-25,7.2325,7.310714,7.149643,7.2525,6.182159,1065699600,7.4795714,7.4795714,7.0625,0.19,0.0269026548672567,881767600.0,183932000.0,0.208594645573278
2010-01-26,7.355357,7.6325,7.235,7.355,6.269532,1867110000,7.4717856875,7.4717856875,7.2525,0.1025,0.0141330575663564,1065699600.0,801410400.0,0.752004035658829
2010-01-27,7.3875,7.520714,7.126071,7.424286,6.328594,1722568400,7.46899158823529,7.46899158823529,7.355,0.069286,0.00942025832766825,1867110000.0,-144541600.0,-0.0774146140291681
2010-01-28,7.318929,7.339286,7.096429,7.1175,6.067085,1173502400,7.44946427777778,7.44946427777778,7.424286,-0.306786000000001,-0.0413219533838002,1722568400.0,-549066000.0,-0.318748445635018
2010-01-29,7.181429,7.221429,6.794643,6.859286,5.846978,1245952400,7.41840226315789,7.41840226315789,7.1175,-0.258214,-0.0362787495609413,1173502400.0,72450000.0,0.0617382631684435
2010-02-01,6.870357,7.0,6.832143,6.954643,5.928262,749876400,7.3952143,7.3952143,6.859286,0.0953569999999999,0.0139018842485938,1245952400.0,-496076000.0,-0.398150041686986
2010-02-02,6.996786,7.011429,6.906429,6.995,5.962664,698342400,7.37615647619047,7.37615647619047,6.954643,0.0403570000000002,0.00580288592814904,749876400.0,-51534000.0,-0.0687233256040596
2010-02-03,6.970357,7.15,6.943571,7.115357,6.065258,615328000,7.36430195454545,7.36430195454545,6.995,0.120357,0.0172061472480343,698342400.0,-83014400.0,-0.118873492430074
2010-02-04,7.026071,7.084643,6.841786,6.858929,5.846675,757652000,7.3423292173913,7.3423292173913,7.115357,-0.256428000000001,-0.0360386695987286,615328000.0,142324000.0,0.231297779395704
2010-02-05,6.879643,7.0,6.816071,6.980714,5.950485,850306800,7.32726191666667,7.32726191666667,6.858929,0.121785,0.0177556875133129,757652000.0,92654800.0,0.122292028530249
2010-02-08,6.988929,7.067143,6.928571,6.932857,5.909691,478270800,7.31148572,7.31148572,6.980714,-0.0478569999999996,-0.0068556024498353,850306800.0,-372036000.0,-0.437531488634455
2010-02-09,7.015,7.053571,6.955357,7.006786,5.97271,632886800,7.2997665,7.2997665,6.932857,0.0739289999999997,0.0106635691461687,478270800.0,154616000.0,0.323281287504903
2010-02-10,6.996071,7.021429,6.937857,6.968571,5.940135,370361600,7.2875,7.2875,7.006786,-0.0382150000000001,-0.00545399845235749,632886800.0,-262525200.0,-0.41480593369936
2010-02-11,6.96,7.133929,6.930714,7.095357,6.04821,550345600,7.28063775,7.28063775,6.968571,0.126786,0.01819397405867,370361600.0,179984000.0,0.485968307729527
2010-02-12,7.075357,7.201429,6.982143,7.156429,6.100267,655468800,7.27635468965517,7.27635468965517,7.095357,0.0610720000000002,0.0086073188424487,550345600.0,105123200.0,0.191013065244821
2010-02-16,7.212143,7.274643,7.197143,7.264286,6.192206,543737600,7.2759524,7.2759524,7.156429,0.107857,0.0150713435429877,655468800.0,-111731200.0,-0.170459982229513
2010-02-17,7.2925,7.296786,7.173571,7.233929,6.16633,436396800,7.27459680645161,7.27459680645161,7.264286,-0.0303570000000004,-0.00417893788873406,543737600.0,-107340800.0,-0.197412869737167
2010-02-18,7.201071,7.281786,7.175714,7.2475,6.177899,422825200,7.27375003125,7.27375003125,7.233929,0.0135709999999998,0.00187602062447665,436396800.0,-13571600.0,-0.0310992197926291
2010-02-19,7.209286,7.257143,7.1825,7.2025,6.13954,415469600,7.27159093939394,7.27159093939394,7.2475,-0.0449999999999999,-0.00620903759917212,422825200.0,-7355600.0,-0.0173963141269726
2010-02-22,7.226429,7.232143,7.113929,7.157857,6.101485,390563600,7.26824582352941,7.26824582352941,7.2025,-0.0446429999999998,-0.00619826449149598,415469600.0,-24906000.0,-0.0599466242536157
2010-02-23,7.142857,7.190357,6.989643,7.037857,5.999194,575094800,7.26166328571429,7.26166328571429,7.157857,-0.12,-0.0167647942673345,390563600.0,184531200.0,0.472474137374809
